Customer ID;Tenure Months;Location;Device Class;Games Product;Music Product;Education Product;Call Center;Video Product;Use MyApp;Payment Method;Monthly Purchase (Thou. IDR);Churn Label;Longitude;Latitude;CLTV (Predicted Thou. IDR)
2994;3;Jakarta;High End;No;Yes;No;No;Yes;Yes;Pulsa;124,02;No;106,81667;-6,20000;3656,9
2995;72;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;27,3;No;106,81667;-6,20000;6466,2
2996;19;Jakarta;Mid End;No;No;No;No;No;Yes;Pulsa;73,06;No;106,81667;-6,20000;4399,2
2997;59;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;23,92;No;106,81667;-6,20000;5687,5
2998;35;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;33,475;No;106,81667;-6,20000;5452,2
2999;14;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;25,48;No;106,81667;-6,20000;3701,1
3000;69;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;25,74;No;106,81667;-6,20000;7049,9
3001;7;Jakarta;Mid End;Yes;Yes;No;Yes;No;No;Pulsa;83,46;No;106,81667;-6,20000;6650,8
3002;69;Jakarta;Mid End;Yes;Yes;Yes;Yes;Yes;No;Debit;98,475;No;106,81667;-6,20000;7590,7
3003;72;Jakarta;Mid End;No;Yes;No;Yes;Yes;Yes;Pulsa;102,635;No;106,81667;-6,20000;6565
3004;4;Bandung;Mid End;Yes;No;No;No;No;No;Pulsa;65,39;No;107,60981;-6,91474;4091,1
3005;63;Bandung;High End;No;Yes;Yes;No;No;No;Credit;104,39;No;107,60981;-6,91474;6704,1
3006;72;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;25,805;No;107,60981;-6,91474;6227
3007;46;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;27,43;No;107,60981;-6,91474;6228,3
3008;30;Bandung;Mid End;No;No;Yes;No;No;No;Digital Wallet;65;No;107,60981;-6,91474;6129,5
3009;63;Bandung;High End;No;Yes;Yes;No;Yes;Yes;Debit;136,175;No;107,60981;-6,91474;7646,6
3010;60;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;25,805;No;107,60981;-6,91474;8076,9
3011;25;Bandung;High End;No;No;No;Yes;Yes;No;Pulsa;111,67;No;107,60981;-6,91474;4098,9
3012;6;Bandung;High End;No;No;Yes;No;No;No;Pulsa;105,04;No;107,60981;-6,91474;7294,3
3013;22;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;32,825;No;107,60981;-6,91474;4423,9
3014;31;Bandung;Mid End;No;Yes;No;Yes;Yes;Yes;Debit;104,715;No;107,60981;-6,91474;4538,3
3015;39;Bandung;High End;No;No;Yes;Yes;No;No;Debit;105,95;No;107,60981;-6,91474;2654,6
3016;26;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;27,17;No;107,60981;-6,91474;7663,5
3017;12;Bandung;Mid End;Yes;Yes;No;Yes;No;No;Pulsa;87,425;No;107,60981;-6,91474;5634,2
3018;2;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,455;No;107,60981;-6,91474;7792,2
3019;39;Bandung;Mid End;Yes;No;No;Yes;Yes;No;Debit;58,565;No;107,60981;-6,91474;5203,9
3020;7;Bandung;Mid End;Yes;No;No;Yes;No;No;Digital Wallet;45,045;No;107,60981;-6,91474;7794,8
3021;4;Bandung;High End;No;No;No;No;No;No;Pulsa;90,155;No;107,60981;-6,91474;5382
3022;55;Bandung;High End;No;Yes;Yes;No;No;No;Pulsa;106,015;No;107,60981;-6,91474;6717,1
3023;72;Bandung;Mid End;No;Yes;Yes;No;Yes;Yes;Debit;98,02;No;107,60981;-6,91474;5422,3
3024;10;Bandung;Mid End;No;No;Yes;No;Yes;Yes;Credit;88,14;No;107,60981;-6,91474;3521,7
3025;11;Bandung;High End;No;Yes;Yes;Yes;Yes;Yes;Pulsa;144,82;No;107,60981;-6,91474;4127,5
3026;15;Bandung;Mid End;No;No;No;No;No;No;Pulsa;60,19;No;107,60981;-6,91474;4033,9
3027;23;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;26,52;No;107,60981;-6,91474;6107,4
3028;1;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,065;No;107,60981;-6,91474;5487,3
3029;47;Bandung;High End;Yes;Yes;Yes;No;No;Yes;Pulsa;124,93;No;107,60981;-6,91474;7530,9
3030;15;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,545;No;107,60981;-6,91474;6263,4
3031;68;Bandung;Mid End;No;Yes;Yes;Yes;No;No;Debit;78,845;No;107,60981;-6,91474;8343,4
3032;21;Bandung;Mid End;No;Yes;Yes;No;No;Yes;Debit;93,21;No;107,60981;-6,91474;3619,2
3033;21;Bandung;Mid End;No;Yes;No;Yes;No;No;Digital Wallet;46,8;No;107,60981;-6,91474;4391,4
3034;56;Bandung;Mid End;Yes;No;No;No;Yes;No;Debit;84,76;No;107,60981;-6,91474;6207,5
3035;6;Bandung;Mid End;No;No;No;No;No;No;Credit;63,635;No;107,60981;-6,91474;3979,3
3036;65;Bandung;Mid End;No;Yes;Yes;No;Yes;Yes;Debit;69,55;No;107,60981;-6,91474;7400,9
3037;42;Bandung;Mid End;Yes;No;No;Yes;Yes;Yes;Credit;104,585;No;107,60981;-6,91474;5716,1
3038;68;Bandung;High End;Yes;No;Yes;Yes;Yes;Yes;Debit;141,765;No;107,60981;-6,91474;8308,3
3039;48;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;34,19;No;107,60981;-6,91474;2744,3
3040;50;Bandung;High End;No;Yes;No;Yes;Yes;Yes;Pulsa;138,84;No;107,60981;-6,91474;7469,8
3041;7;Bandung;Mid End;No;Yes;Yes;No;Yes;No;Pulsa;84,435;No;107,60981;-6,91474;5999,5
3042;63;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;25,155;No;107,60981;-6,91474;5935,8
3043;17;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;27,43;No;107,60981;-6,91474;3694,6
3044;4;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;24,505;No;107,60981;-6,91474;6862,7
3045;62;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;33,8;No;107,60981;-6,91474;5895,5
3046;2;Bandung;High End;No;No;No;No;No;No;Pulsa;91,455;No;107,60981;-6,91474;6392,1
3047;48;Bandung;High End;Yes;Yes;Yes;No;Yes;No;Debit;125,97;No;107,60981;-6,91474;3396,9
3048;27;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;25,415;No;107,60981;-6,91474;5759
3049;70;Bandung;Mid End;No;Yes;Yes;Yes;Yes;Yes;Debit;104,52;No;107,60981;-6,91474;8277,1
3050;46;Bandung;High End;No;Yes;Yes;No;Yes;No;Pulsa;123,045;No;107,60981;-6,91474;5356
3051;69;Bandung;High End;No;Yes;Yes;No;Yes;No;Credit;124,475;No;107,60981;-6,91474;7229,3
3052;65;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;25,415;No;107,60981;-6,91474;5601,7
3053;72;Bandung;High End;Yes;No;Yes;Yes;Yes;Yes;Credit;135,33;No;107,60981;-6,91474;6619,6
3054;17;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,13;No;107,60981;-6,91474;2840,5
3055;51;Bandung;High End;Yes;No;Yes;Yes;Yes;Yes;Pulsa;145,015;No;107,60981;-6,91474;5268,9
3056;51;Bandung;Mid End;Yes;Yes;No;Yes;No;No;Credit;78,65;No;107,60981;-6,91474;6492,2
3057;72;Bandung;Mid End;Yes;Yes;Yes;Yes;Yes;Yes;Debit;118,235;No;107,60981;-6,91474;7918,3
3058;34;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,61;No;107,60981;-6,91474;5376,8
3059;67;Bandung;Mid End;Yes;Yes;No;Yes;No;Yes;Debit;66,235;No;107,60981;-6,91474;8313,5
3060;49;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;26,065;No;107,60981;-6,91474;7252,7
3061;53;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,22;No;107,60981;-6,91474;5846,1
3062;27;Bandung;Mid End;No;No;Yes;Yes;No;No;Pulsa;77,285;No;107,60981;-6,91474;6263,4
3063;69;Bandung;Mid End;Yes;Yes;Yes;Yes;No;Yes;Credit;105,95;No;107,60981;-6,91474;6871,8
3064;2;Bandung;Mid End;No;No;No;Yes;No;No;Debit;37,765;No;107,60981;-6,91474;6497,4
3065;46;Bandung;Mid End;Yes;Yes;No;Yes;No;Yes;Digital Wallet;91,78;No;107,60981;-6,91474;7062,9
3066;54;Bandung;High End;No;Yes;No;No;Yes;Yes;Debit;126,36;No;107,60981;-6,91474;6462,3
3067;20;Bandung;Mid End;Yes;No;No;Yes;No;No;Debit;76,96;No;107,60981;-6,91474;7701,2
3068;11;Bandung;High End;No;Yes;No;No;No;No;Digital Wallet;98,67;No;107,60981;-6,91474;5561,4
3069;30;Bandung;High End;No;Yes;No;No;Yes;No;Pulsa;117,065;No;107,60981;-6,91474;4929,6
3070;68;Bandung;Mid End;Yes;Yes;Yes;No;No;Yes;Debit;92,235;No;107,60981;-6,91474;6546,8
3071;38;Bandung;High End;No;Yes;Yes;No;Yes;Yes;Pulsa;133,38;No;107,60981;-6,91474;7109,7
3072;1;Bandung;Mid End;No;No;No;No;No;No;Pulsa;56,94;No;107,60981;-6,91474;6022,9
3073;63;Bandung;Mid End;Yes;Yes;Yes;No;Yes;Yes;Pulsa;76,7;No;107,60981;-6,91474;7330,7
3074;3;Bandung;Mid End;No;No;Yes;No;Yes;Yes;Pulsa;90,935;No;107,60981;-6,91474;3580,2
3075;48;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;31,655;No;107,60981;-6,91474;5460
3076;66;Bandung;Mid End;No;No;No;Yes;No;No;Credit;38,285;No;107,60981;-6,91474;6645,6
3077;68;Bandung;High End;No;Yes;Yes;No;No;No;Credit;109,72;No;107,60981;-6,91474;6558,5
3078;7;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,845;No;107,60981;-6,91474;4647,5
3079;72;Bandung;Mid End;Yes;Yes;Yes;Yes;Yes;Yes;Debit;113,23;No;107,60981;-6,91474;7790,9
3080;29;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,805;No;107,60981;-6,91474;3525,6
3081;37;Bandung;High End;No;No;Yes;Yes;No;Yes;Pulsa;117,455;No;107,60981;-6,91474;4351,1
3082;59;Bandung;Mid End;Yes;Yes;No;Yes;No;No;Digital Wallet;85,15;No;107,60981;-6,91474;7320,3
3083;60;Bandung;High End;Yes;No;No;No;No;No;Pulsa;105,235;No;107,60981;-6,91474;8078,2
3084;27;Bandung;Mid End;No;Yes;No;Yes;No;No;Digital Wallet;72,995;No;107,60981;-6,91474;3972,8
3085;17;Jakarta;Mid End;Yes;No;Yes;No;No;No;Digital Wallet;44,72;No;106,81667;-6,20000;5469,1
3086;58;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,975;No;106,81667;-6,20000;6405,1
3087;1;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;24,44;No;106,81667;-6,20000;6708
3088;53;Jakarta;High End;Yes;Yes;Yes;No;No;No;Pulsa;118,04;No;106,81667;-6,20000;6823,7
3089;35;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;33,28;No;106,81667;-6,20000;3874
3090;68;Jakarta;Mid End;No;Yes;No;Yes;No;Yes;Credit;92,04;No;106,81667;-6,20000;7202
3091;47;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;33,02;No;106,81667;-6,20000;4106,7
3092;65;Jakarta;High End;No;Yes;Yes;No;Yes;Yes;Debit;141,44;No;106,81667;-6,20000;6792,5
3093;9;Jakarta;High End;No;No;No;No;No;No;Pulsa;99,905;No;106,81667;-6,20000;6284,2
3094;8;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,325;No;106,81667;-6,20000;3448,9
3095;14;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;32,24;No;106,81667;-6,20000;5885,1
3096;45;Jakarta;High End;Yes;Yes;Yes;Yes;Yes;Yes;Pulsa;150,345;No;106,81667;-6,20000;5166,2
3097;8;Jakarta;High End;No;No;No;No;No;No;Credit;96,98;No;106,81667;-6,20000;2784,6
3098;66;Jakarta;High End;Yes;Yes;Yes;No;Yes;Yes;Debit;134,095;No;106,81667;-6,20000;6061,9
3099;72;Jakarta;Mid End;Yes;Yes;Yes;Yes;No;No;Credit;93,73;No;106,81667;-6,20000;6055,4
3100;23;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;32,63;No;106,81667;-6,20000;2947,1
3101;4;Jakarta;High End;Yes;No;No;No;No;No;Pulsa;104,195;No;106,81667;-6,20000;3693,3
3102;6;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;33,02;No;106,81667;-6,20000;3746,6
3103;67;Jakarta;High End;Yes;Yes;Yes;Yes;No;Yes;Credit;137,02;No;106,81667;-6,20000;7413,9
3104;7;Jakarta;Mid End;No;No;No;No;No;No;Digital Wallet;59,475;No;106,81667;-6,20000;4912,7
3105;56;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;31,785;No;106,81667;-6,20000;7309,9
3106;72;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;32,5;No;106,81667;-6,20000;7963,8
3107;72;Jakarta;Mid End;Yes;Yes;Yes;No;Yes;Yes;Pulsa;110,825;No;106,81667;-6,20000;8157,5
3108;23;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;25,48;No;106,81667;-6,20000;6002,1
3109;35;Jakarta;Mid End;No;No;No;No;No;No;Digital Wallet;65,195;No;106,81667;-6,20000;7642,7
3110;27;Jakarta;High End;No;No;No;No;No;No;Pulsa;91,715;No;106,81667;-6,20000;3294,2
3111;12;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;34,32;No;106,81667;-6,20000;4260,1
3112;40;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,195;No;106,81667;-6,20000;5089,5
3113;7;Jakarta;Mid End;Yes;Yes;Yes;No;Yes;Yes;Digital Wallet;76,505;No;106,81667;-6,20000;4331,6
3114;70;Jakarta;High End;Yes;Yes;No;No;Yes;No;Credit;126,815;No;106,81667;-6,20000;5916,3
3115;60;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;25,545;No;106,81667;-6,20000;8209,5
3116;39;Jakarta;Mid End;No;No;No;No;No;No;Credit;32,825;No;106,81667;-6,20000;5536,7
3117;72;Jakarta;High End;Yes;Yes;Yes;Yes;Yes;Yes;Credit;148,785;No;106,81667;-6,20000;8156,2
3118;54;Jakarta;Mid End;No;Yes;No;Yes;Yes;No;Pulsa;91,91;No;106,81667;-6,20000;6858,8
3119;63;Jakarta;Mid End;Yes;Yes;Yes;Yes;Yes;No;Credit;98,215;No;106,81667;-6,20000;6013,8
3120;71;Jakarta;High End;No;Yes;No;Yes;No;No;Pulsa;110,24;No;106,81667;-6,20000;7737,6
3121;42;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,845;No;106,81667;-6,20000;7742,8
3122;47;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;26,585;No;106,81667;-6,20000;5644,6
3123;11;Jakarta;Mid End;No;Yes;No;Yes;No;No;Pulsa;46,345;No;106,81667;-6,20000;6481,8
3124;55;Jakarta;High End;No;Yes;Yes;Yes;No;No;Pulsa;117,585;No;106,81667;-6,20000;6682
3125;69;Jakarta;High End;No;Yes;Yes;Yes;Yes;No;Credit;126,945;No;106,81667;-6,20000;7421,7
3126;3;Jakarta;High End;No;No;Yes;No;No;No;Pulsa;96,005;No;106,81667;-6,20000;3728,4
3127;30;Jakarta;Mid End;No;No;Yes;Yes;Yes;No;Credit;89,83;No;106,81667;-6,20000;4439,5
3128;5;Jakarta;High End;No;No;Yes;Yes;No;No;Pulsa;107,575;No;106,81667;-6,20000;6849,7
3129;71;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;31,72;No;106,81667;-6,20000;5735,6
3130;29;Jakarta;Mid End;No;Yes;No;No;No;No;Pulsa;71,825;No;106,81667;-6,20000;7125,3
3131;52;Jakarta;Mid End;No;Yes;No;Yes;No;No;Debit;79,755;No;106,81667;-6,20000;6147,7
3132;68;Jakarta;Mid End;Yes;Yes;Yes;No;No;Yes;Credit;99,775;No;106,81667;-6,20000;7013,5
3133;46;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,22;No;106,81667;-6,20000;3016
3134;8;Jakarta;Mid End;No;No;No;No;No;Yes;Credit;71,175;No;106,81667;-6,20000;6912,1
3135;72;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;25,61;No;106,81667;-6,20000;8366,8
3136;17;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;25,87;No;106,81667;-6,20000;2720,9
3137;3;Jakarta;High End;No;Yes;Yes;Yes;Yes;Yes;Pulsa;140,335;No;106,81667;-6,20000;7348,9
3138;2;Jakarta;High End;No;Yes;No;No;Yes;No;Debit;108,94;No;106,81667;-6,20000;3750,5
3139;51;Jakarta;Mid End;No;Yes;Yes;No;Yes;Yes;Credit;73,32;No;106,81667;-6,20000;5694
3140;6;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,13;No;106,81667;-6,20000;7636,2
3141;3;Jakarta;High End;No;No;No;No;Yes;Yes;Pulsa;123,37;No;106,81667;-6,20000;3029
3142;17;Jakarta;High End;No;No;No;No;Yes;Yes;Pulsa;122,46;No;106,81667;-6,20000;5752,5
3143;30;Jakarta;Mid End;No;No;No;No;No;No;Pulsa;64,87;No;106,81667;-6,20000;4825,6
3144;31;Jakarta;Mid End;No;Yes;No;Yes;Yes;No;Pulsa;92,365;No;106,81667;-6,20000;5775,9
3145;45;Jakarta;Mid End;Yes;No;Yes;Yes;Yes;Yes;Debit;106,145;No;106,81667;-6,20000;7718,1
3146;64;Jakarta;High End;Yes;Yes;Yes;No;No;No;Debit;116,285;No;106,81667;-6,20000;7174,7
3147;61;Jakarta;High End;No;Yes;No;No;Yes;Yes;Pulsa;128,7;No;106,81667;-6,20000;6730,1
3148;1;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;24,765;No;106,81667;-6,20000;6862,7
3149;72;Jakarta;High End;Yes;Yes;Yes;Yes;Yes;Yes;Debit;148,785;No;106,81667;-6,20000;6110
3150;7;Jakarta;Mid End;No;No;No;No;No;No;Digital Wallet;57,525;No;106,81667;-6,20000;6518,2
3151;66;Jakarta;High End;No;Yes;Yes;Yes;No;No;Debit;117,715;No;106,81667;-6,20000;6445,4
3152;40;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;26,52;No;106,81667;-6,20000;7693,4
3153;16;Jakarta;Mid End;No;Yes;Yes;No;No;Yes;Debit;92,82;No;106,81667;-6,20000;4368
3154;67;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;32,305;No;106,81667;-6,20000;6282,9
3155;41;Jakarta;High End;Yes;Yes;Yes;No;Yes;Yes;Debit;135,785;No;106,81667;-6,20000;3534,7
3156;56;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;25,74;No;106,81667;-6,20000;6085,3
3157;72;Jakarta;High End;Yes;Yes;Yes;Yes;Yes;Yes;Debit;151,385;No;106,81667;-6,20000;7237,1
3158;54;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;26,065;No;106,81667;-6,20000;5475,6
3159;52;Jakarta;High End;No;Yes;Yes;Yes;Yes;Yes;Pulsa;143,975;No;106,81667;-6,20000;6490,9
3160;50;Jakarta;High End;No;No;Yes;Yes;No;Yes;Debit;116,61;No;106,81667;-6,20000;6897,8
3161;27;Jakarta;Mid End;Yes;No;No;No;No;No;Credit;63,31;No;106,81667;-6,20000;4628
3162;72;Jakarta;High End;Yes;Yes;Yes;Yes;No;No;Debit;125,58;No;106,81667;-6,20000;6698,9
3163;62;Jakarta;Mid End;Yes;Yes;No;No;Yes;Yes;Credit;96,59;No;106,81667;-6,20000;7766,2
3164;12;Jakarta;Mid End;No;Yes;No;Yes;No;No;Pulsa;70,59;No;106,81667;-6,20000;5010,2
3165;44;Jakarta;Mid End;No;No;Yes;Yes;Yes;Yes;Debit;97,305;No;106,81667;-6,20000;4228,9
3166;54;Jakarta;High End;No;Yes;No;Yes;No;No;Debit;103,935;No;106,81667;-6,20000;5703,1
3167;68;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;26,065;No;106,81667;-6,20000;7462
3168;20;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,22;No;106,81667;-6,20000;6445,4
3169;50;Jakarta;Mid End;No;No;Yes;No;No;No;Debit;71,37;No;106,81667;-6,20000;5618,6
3170;58;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;31,785;No;106,81667;-6,20000;8437
3171;35;Jakarta;High End;No;Yes;No;No;Yes;No;Debit;116,545;No;106,81667;-6,20000;3408,6
3172;2;Jakarta;Mid End;No;No;No;No;No;No;Pulsa;59,02;No;106,81667;-6,20000;6453,2
3173;63;Jakarta;Mid End;Yes;No;Yes;Yes;No;Yes;Digital Wallet;98,41;No;106,81667;-6,20000;6646,9
3174;58;Jakarta;High End;Yes;Yes;Yes;No;Yes;Yes;Credit;143,845;No;106,81667;-6,20000;6189,3
3175;27;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,715;No;106,81667;-6,20000;2949,7
3176;71;Jakarta;High End;Yes;Yes;Yes;Yes;Yes;Yes;Credit;149,695;No;106,81667;-6,20000;5387,2
3177;63;Jakarta;Mid End;No;No;Yes;No;No;Yes;Credit;76,115;No;106,81667;-6,20000;8205,6
3178;71;Jakarta;High End;No;Yes;Yes;No;No;Yes;Debit;121,225;No;106,81667;-6,20000;7845,5
3179;68;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;25,155;No;106,81667;-6,20000;8193,9
3180;1;Jakarta;Mid End;Yes;No;No;No;No;No;Digital Wallet;63,375;No;106,81667;-6,20000;6588,4
3181;65;Jakarta;High End;Yes;No;Yes;Yes;Yes;Yes;Pulsa;141,765;No;106,81667;-6,20000;7399,6
3182;72;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;32,5;No;106,81667;-6,20000;5271,5
3183;28;Jakarta;Mid End;No;No;No;Yes;No;No;Credit;71,37;No;106,81667;-6,20000;3750,5
3184;72;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;32,175;No;106,81667;-6,20000;5440,5
3185;2;Jakarta;High End;Yes;Yes;No;No;Yes;No;Pulsa;118,495;No;106,81667;-6,20000;3491,8
3186;60;Jakarta;High End;No;Yes;Yes;No;Yes;Yes;Pulsa;135,655;No;106,81667;-6,20000;5252
3187;26;Jakarta;Mid End;No;No;No;Yes;No;Yes;Pulsa;85,865;No;106,81667;-6,20000;4192,5
3188;68;Jakarta;Mid End;Yes;Yes;Yes;Yes;Yes;Yes;Credit;119,86;No;106,81667;-6,20000;5786,3
3189;42;Jakarta;High End;Yes;No;Yes;No;Yes;Yes;Debit;136,76;No;106,81667;-6,20000;7244,9
3190;57;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;25,48;No;106,81667;-6,20000;7883,2
3191;54;Jakarta;Mid End;No;Yes;No;No;No;No;Pulsa;39,52;No;106,81667;-6,20000;6211,4
3192;44;Jakarta;Mid End;Yes;Yes;Yes;No;No;No;Digital Wallet;79,95;No;106,81667;-6,20000;2676,7
3193;42;Jakarta;Mid End;Yes;Yes;No;No;Yes;No;Debit;90,22;No;106,81667;-6,20000;6111,3
3194;72;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;32,175;No;106,81667;-6,20000;8101,6
3195;71;Jakarta;Mid End;Yes;Yes;Yes;Yes;Yes;Yes;Digital Wallet;118,365;No;106,81667;-6,20000;6037,2
3196;23;Jakarta;Mid End;No;No;No;Yes;Yes;Yes;Credit;95,745;No;106,81667;-6,20000;3367
3197;30;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;25,22;No;106,81667;-6,20000;5181,8
3198;35;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;34,06;No;106,81667;-6,20000;5744,7
3199;1;Jakarta;Mid End;No;No;No;No;No;No;Debit;57,005;No;106,81667;-6,20000;7686,9
3200;22;Jakarta;High End;No;No;No;No;No;No;Digital Wallet;90,61;No;106,81667;-6,20000;6289,4
3201;7;Jakarta;Mid End;Yes;Yes;Yes;No;No;No;Digital Wallet;50,115;No;106,81667;-6,20000;4348,5
3202;36;Jakarta;Mid End;Yes;Yes;Yes;Yes;No;Yes;Digital Wallet;69,03;No;106,81667;-6,20000;3576,3
3203;34;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,845;No;106,81667;-6,20000;6628,7
3204;72;Jakarta;Mid End;Yes;Yes;Yes;No;No;No;Credit;83,785;No;106,81667;-6,20000;8229
3205;36;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;32,63;No;106,81667;-6,20000;3952
3206;71;Jakarta;High End;Yes;Yes;Yes;Yes;No;No;Credit;123,695;No;106,81667;-6,20000;7341,1
3207;23;Jakarta;High End;No;No;Yes;No;No;No;Digital Wallet;103,155;No;106,81667;-6,20000;4625,4
3208;17;Jakarta;High End;No;No;Yes;No;Yes;Yes;Debit;125,645;No;106,81667;-6,20000;6796,4
3209;1;Bandung;Mid End;No;No;Yes;Yes;Yes;Yes;Pulsa;98,15;No;107,60981;-6,91474;3840,2
3210;12;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,61;No;107,60981;-6,91474;6635,2
3211;72;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;26,65;No;107,60981;-6,91474;8192,6
3212;1;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;24,96;No;107,60981;-6,91474;6017,7
3213;72;Bandung;High End;No;Yes;No;No;Yes;Yes;Debit;127,855;No;107,60981;-6,91474;7956
3214;60;Bandung;High End;No;No;No;No;No;No;Debit;96,655;No;107,60981;-6,91474;6630
3215;61;Bandung;Mid End;No;Yes;Yes;Yes;Yes;No;Credit;66,755;No;107,60981;-6,91474;5406,7
